target,Altitude,blh,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
1,28.9784422003902,220.159272259129,0.22260501092001,15,8,50.9418816278755,-2.75192574720696,3,33.8884576914992,19.646666032476,20.7383119500913,18.6415449504609,28.5950911575826,-497790.14612305,279.104734672824,0.0025453057742326,294.461202932013,2.2793948373125,1998,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,26.4615322044753,379.922146543915,0.395044426925242,19,22,53.5130738413941,0.337103739526881,12,79.2958321321548,19.0557498423282,34.9303380583982,18.6377589277891,8.79254377283564,2085282.76978199,275.421771063571,-0.0010895089986625,323.392510197366,8.26408293979564,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-112.423882878032,748.688282155095,0.138900771119233,17,21,52.1535380020878,-3.31670543903274,4,76.3046063809079,17.7688212247064,36.4746689181535,18.6432221922215,13.8193753388139,5198244.92478419,286.25765821,-0.0009831062589544,207.14544608473,7.36717490553116,1988,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45.7028522946074,230.627269507886,0.202948395773995,23,2,52.6692154145953,-2.11622216463395,3,76.3156548592967,17.7539646746914,36.4796239091286,18.6435547904836,13.8172715583815,3193165.42576047,281.168711250299,-0.0005611385893544,200.507863822888,3.95895517054831,1995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,170.405996007014,769.609317563323,0.217596438507217,11,10,53.6341993065213,-1.83542232483943,12,76.3013157690117,17.7560781441371,37.1075495895409,18.6428885587843,13.8220908752948,1126808.06324539,275.637222336237,-0.0071623037367507,231.989424226737,9.9699022214775,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,308.251903144644,664.997483254785,0.157678428060591,24,6,52.5634204531315,-0.297154657676774,8,76.3911702644642,17.7484133038311,36.4519242018387,18.6449278210912,13.806142741502,97408.4899914395,288.854926425552,-0.0006621220200607,270.04541347281,3.12434059965478,1990,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,243.29106437507,862.762896787789,0.204235156614461,10,12,51.5767675232937,-0.82653693966222,12,-78083.9278981625,21.4310911460804,36.5031185414556,18.7145453424645,10453.9761882962,-522479428.207193,287.098966484665,0.759317563179805,310.260277699467,9.62667005387519,1987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89.5320789218846,-126.429955123059,0.179308553248395,20,2,52.8495907013402,-0.0071223277170644,12,34.0762451028155,15.9065362499921,33.0121418446944,18.6474296834028,29.4888941740661,1930338.71627535,280.390526418374,-0.0033880809638414,70.944153062468,5.40617978142326,1996,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21.7458530833253,657.950765629872,0.130345185455233,22,20,52.745104606338,-0.512553337254534,2,43.3703543605673,10.2171179017952,32.5328357176579,18.6392825350564,11.7816708425994,2036582.32491461,277.317322251505,0.0013449924382606,31.1729944873398,2.89366831254605,1982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,36.1722433280365,616.177924801642,0.187590265042348,27,6,51.5449174265465,-1.90964380712243,3,97.6787342409411,1.86834654271937,55.0137106595946,18.6208649250221,14.004620980125,113691.321797012,271.613143367239,-0.0039824135194845,199.05733807568,6.63481491091289,1996,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-118.393512870881,1063.94912344641,0.204734277375326,14,14,51.1618569279837,-2.96657760528561,8,76.1521771721438,17.7816137894067,36.4883061743446,18.6395423932752,13.8183884846932,2845890.01544871,290.992618205847,0.003850368862981,128.959847760813,2.9936953895917,1984,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,224.581556202486,136.020373800138,0.107945236429093,4,1,54.1410694551394,0.0329609900584538,2,76.382195242808,17.7004337611009,36.4803293609319,18.6413791628669,13.7610433775907,5908449.87954327,275.804278354076,-0.0040363540603402,19.5371059324829,0.312152573998771,1996,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,103.203092854365,1351.90748189314,0.203483519207122,14,11,53.5785105962428,-2.02948417371971,6,76.3158352837922,17.7910740295526,36.4783554788886,18.6403628197335,13.8191434622873,6555904.33462599,287.316392884988,0.001228219618595,253.909983408304,2.11357383346562,1989,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,167.162446822728,50.4302303090234,0.200498806487807,25,7,52.8275645507078,-2.03470405760099,9,76.2097083702958,17.7572174286283,36.482497309676,18.6428444188849,13.8547304887782,288943.288252451,283.304562303665,-0.0093752418167263,70.1545196604837,4.7847570897024,1983,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-109.434501658967,1290.56768978592,0.192741813374932,7,12,53.109726900049,0.171982695655201,8,76.1693254780677,17.7739881461187,36.4804594372228,18.6449215021928,13.8059274593452,9141176.78984949,294.996020454578,-0.0015144491393098,295.673364137468,4.35967539596096,1990,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78.8736187984151,699.095610834298,0.224557130564753,11,9,52.670333699274,-2.98879229664237,5,58.4619164231333,22.6954819536622,37.2212325354206,18.6426448956574,22.50175504617,-646166.445453943,289.427371239195,0.0012839152146721,191.153025192348,14.0190829721858,1992,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2.20053564150137,987.441345576117,0.18529460716611,2,10,52.7393057808511,-0.189763953676018,5,76.3226406854664,17.7315625865561,36.4986008547192,18.6428033225916,13.8069367521144,2059546.34182712,283.937157937076,0.001523037455829,253.917831190283,6.91272001604412,1983,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,112.218353313128,356.35861882251,0.163070303292803,10,22,53.0921561675054,0.4300579254989,11,76.3493289009556,17.7472188747033,36.4774747491049,18.6395429820149,13.8259896239553,3232015.24064882,283.686454241865,-0.0074519094439402,216.496088631828,4.28158753698703,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-89.877947344004,449.318076194729,0.152905620304468,13,2,51.4829973347928,-3.90664417910194,7,76.3244570864149,17.7653831884498,36.4704599417896,18.6410198697928,13.8133670760774,4102067.52449713,288.246473632492,0.0003636966156412,231.677995107224,6.27529074668576,1991,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,98.0741998308961,2110.56355670745,0.197172387505024,29,16,51.8063439169881,-1.28745187915552,8,59.561133126039,21.3489019460944,29.5740812152353,18.6395939709921,9.83109957685322,7670723.87590478,290.448356363392,-0.0005967077079021,146.793629728065,3.44445426753589,1999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,148.134252749731,768.419022205337,0.193794308978648,7,4,52.194815045437,-2.19572299698365,9,76.3384153528577,17.7875227363256,36.5018594733332,18.6415630726431,13.8192714996352,6.00296991598736,284.98304045726,-0.0002788812443528,283.939700929304,7.22489304459684,1992,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,125.209191164417,620.227474412427,0.175884436988405,25,19,51.7528902916496,-0.371376502321439,11,66.023726249131,37.9847667611485,36.4592876534695,18.7622286011772,15.7786892370224,-62680.6710510768,281.223947082154,0.0011407023851516,58.304715571649,4.48829777347554,1990,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-34.3727613639813,640.455099853167,0.133413658308283,5,10,51.2001519095281,0.291263177978621,9,76.3120487567317,17.7371660151134,36.4905212846278,18.6354655037343,13.8262007895232,3634003.7775036,286.40937790664,-0.0037611508687756,307.850638446712,-2.11509582435285,1988,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,106.330235598376,208.43683254868,0.170634871374865,6,1,52.381852384533,0.493627971954855,9,76.3171975161438,49.8371511208587,36.4804014674109,18.5999751817132,13.781883854151,10697322.6291258,282.684719387278,-0.0041910546255718,201.081380181068,3.59539871855647,1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7.93132089706748,581.073404233567,0.220388583109074,20,13,54.029605851258,-1.23239394137519,10,5.23657986639186,15.0877354938635,57.4025678208031,18.638019984294,18.8238694517156,859413.971072035,288.644041609525,0.0013624823275892,194.03416645635,7.43020468901968,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-58.0958142708917,664.546279513173,0.191255982321673,22,0,53.4992162988342,-0.720357437421297,9,-220.740788262146,21.0829595667046,36.4948381594728,18.6513453019259,13.4811297464566,354542.914037046,284.319487705949,0.0003831695824557,342.32901574588,4.80375264208432,1992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,95.5771375127835,280.917348602084,0.116086383946087,9,18,51.5745222968231,-1.23982811377522,12,69.0095168621145,19.2481874882873,38.0703472343103,18.6430370228545,38.9375025762446,3868108.66882216,281.89604009355,-0.0054298776610184,307.590536591147,5.29519698041338,1992,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,129.439572739175,326.533420701416,0.18499381635122,27,2,52.2506216135428,-1.98066092645237,7,76.2546111561714,17.7150312677984,36.4887746342313,18.6385774439315,35.2440237377998,5883580.03689806,286.39370856428,0.0006436759156418,263.371822249423,3.19414491897929,1994,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,70.2871263942497,544.583623017803,0.152127265235728,21,6,51.3755242446792,-0.153445817022333,7,76.3089314876377,17.7220570863438,36.4706728708401,18.6394658689588,13.8166601102476,178525.512736339,288.371082728794,0.0004926376908912,288.265837521991,6.59096793441453,1999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,133.910100279513,805.811242257234,0.279861604712922,14,0,55.2744446052219,-0.967637267955395,12,79.8359621791023,27.3367702344193,35.6293324564204,18.6485284025621,22.4271186185179,408226.839543326,277.227913056842,0.0004937704212399,261.90161322234,9.94656021604934,1996,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-68.4440792960505,313.928161518795,0.192365861781138,4,22,53.8090921287763,0.972317839773676,5,76.3484156327012,17.7552361801657,36.4776198520103,18.6419566493362,13.8075096047644,3788244.3279328,280.202123628691,0.0012217927141012,343.255975006987,-0.486433081628648,1988,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,150.588157609588,865.566372684214,0.183340424930376,18,5,53.1764212964228,-1.95750911402942,11,99.4297347185148,50.0083884152801,36.0940803849245,18.1512026423882,10.6071726520095,-7655.15744401747,274.914501413846,0.0001907126791967,199.486218196981,9.71547950139267,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,60.104733838347,-231.369175488064,0.089282709568295,7,1,54.647252914942,-2.95466254148434,12,72.9476282131563,-17.9037941407394,30.8927194289152,16.3558054589623,12.6858302667297,4028531.88765179,275.281116164711,-0.0096496024357094,160.604892891134,0.209909325669183,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,120.462024832662,792.658960111754,0.215854097345041,27,11,52.5853279946802,-2.38446011649952,3,76.3320787397918,17.7373303489196,36.4920839118644,18.6436216023049,13.8122206141665,4089645.48535428,280.307387617639,0.0009362414358656,137.538621081681,1.55416739219931,1982,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-2.91042004848346,200.872681288674,0.197299332368708,31,6,52.3313606020596,-1.49247308352352,4,-23.3862763560611,18.1686035460943,36.4948358606399,18.6353368117382,13.4811296666547,89667.6883609188,279.41072046408,-0.0008688259552829,239.703723741824,3.47149487877766,1989,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.8122647735787,257.004828688273,0.180940257337945,10,6,54.0281639950496,0.656430837881598,9,54.7630373954579,17.7665255138306,34.385931187441,19.9671321250261,-0.110797023223476,361889.911856938,287.712762709485,-0.0066610074578807,142.183240374742,3.56734729194361,1999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,-16.9686808559005,-155.833169823946,0.188585583611484,1,3,52.8951322538097,-1.59593620310536,9,76.4418584555397,17.7036912403963,36.4834293496763,18.6401049454637,13.8136825040242,1685458.12109341,277.726042590985,0.0009307698128937,264.480976979713,0.576187024324726,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,162.401289593687,1402.68995515275,0.184593874443504,11,12,50.9350047604924,-0.663290863111185,4,35.0142430383357,13.9948555335654,38.7768999308074,18.6374870908848,13.143000196524,1242372.71360982,278.246874869432,0.0045202245608705,68.6876256590013,6.51009507530252,1986,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,-78.8619873262455,-86.2176478318877,0.196022771672418,19,21,51.5321406632085,-0.0899501950167472,3,107.269345677501,17.7298647619469,33.2209100643331,18.6461538657941,13.7931780242655,5285721.18981119,280.491321440283,-0.0010056222625835,349.417485693858,1.96705869034859,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,50.9076767481105,1092.43134233883,0.216195413913342,14,18,50.8974330262213,0.0496496604157726,3,76.4268817489369,17.7458165328887,36.4724814173108,18.6422992333294,13.847645622143,3903744.12560942,284.834998914141,-8.00323186562226e-05,297.704541854314,9.88694216138636,1992,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76.2116716134262,725.023619087425,0.229527708962966,24,5,52.3870912342693,0.245162977454914,3,76.3342653527933,17.6898200555514,36.4809864572735,18.6385155377005,13.7769716819055,99270.6524375809,281.368269294587,-0.0157083857877634,293.513770024484,5.84048181701561,1985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,17.3593389680735,91.7731098413733,0.133098058175986,20,6,51.4497939597481,-3.8669392193578,8,76.388924096685,17.7678160557402,36.4783761113635,18.640209924475,13.7982750330841,124239.950932758,292.282705197707,-3.74436635789876e-05,43.6385458802723,1.90823183678311,1995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,33.5226228035452,569.624309298259,0.101783400065098,24,19,54.2214742700899,-2.97082714788063,1,76.2482230302536,17.772159063585,36.4663015881247,18.6417878991012,13.8018477858049,5371581.74912082,277.172263633358,-0.0005909448920977,203.279842188561,5.17007240655964,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152.294924201282,771.214079074327,0.212355818980689,2,19,52.9444683848044,-2.234748110573,10,76.3828301213721,17.7607346615221,36.4858430211893,18.6417035128105,13.8018434454967,4495930.62368808,282.002326779506,-0.0027150157629608,89.4515506895077,4.29623566662352,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-62.9841850025365,353.971445362776,0.175914216750414,15,16,52.4834312641999,-2.02474299848247,12,67.3822748160997,6.48705721614105,33.5821521724954,18.6459167657415,14.5716135824119,98836.9151350785,274.255431989526,0.0029065183366455,254.073578971216,6.25775841132277,1982,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,68.6919936256108,1078.50219929451,0.177632202722078,2,18,52.5737803799949,-4.49961810155633,3,97.7579010860755,29.8278485604505,37.1602354816926,19.5839341667279,13.7809531902942,2583109.45210501,284.83038795337,0.0009010551968115,218.058123354956,8.08486910785419,1989,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,125.499697322423,631.043566041518,0.305563076821086,4,20,53.2301393749498,0.404258633220511,2,76.3914413976983,17.7402960104125,36.4439377103021,18.637679727787,13.8301196602598,5780896.46962272,278.776931419528,-0.0008836608263069,244.088908129726,3.0529506932519,1985,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,70.0636234162947,1357.50212922533,0.122318077274761,15,15,52.2900049052564,-1.09686219053731,6,76.328746572625,61.5508527088682,36.4779103489794,18.5491064536546,13.8098806933174,7535739.42939876,292.113840514262,0.0004007831775017,226.539929794364,1.91597125165267,1999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,218.144135378952,389.568514301794,0.18131523221762,2,6,51.3861933072756,-3.42886922792308,7,76.3307323674643,17.7373183085992,36.4920828255116,18.64362232761,13.8122204441504,68749.2565115467,286.682774023447,0.000346194568126,-107.820682124187,5.23716131371357,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,95.8522087760032,585.234709017659,0.168540340319629,12,4,53.1106934135987,0.0266910641519134,6,76.2540555833442,17.7510297653561,36.4830760346335,18.6447604344203,13.8137466192737,3.48608183633868,284.480721254647,0.0002905768842418,205.625568207066,4.22794914766936,1990,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,89.6027455558585,987.429367568,0.0723944156900553,4,11,53.9120199728533,-2.17257538977378,7,65.936610104752,-3.14713161845585,33.5821524697029,18.6374779229311,14.5716129024444,5042050.48852348,288.013850076187,-0.0012381396197501,244.342780979223,4.399755366654,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,-63.4999921601401,643.301095936437,0.179227446815861,12,13,52.9354409970339,-1.57290058266541,12,85.3681182921291,8.59137361292897,31.4168862527806,18.629939955667,37.8420753994102,-582628.621618593,279.870837914114,0.0028230531803911,217.782842212613,3.47800952472745,1993,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53.3394554652203,825.396251730007,0.192172492383313,27,9,51.9578979611357,-1.67243041939364,4,73.4435989490397,23.514108430535,31.8916647641434,18.6447602541084,15.13469700678,2355950.20271288,279.558655904409,0.0006556493053209,64.2288448956992,6.12794932167246,1995,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,161.339226089252,302.494051842596,0.151228611446582,15,3,52.4835024201387,-1.25486666300524,9,65.2365527477944,17.7399548995214,36.475788249813,18.6461754751769,13.8110892093337,1279792.99191161,287.058966050727,0.0005981352189453,218.524726458298,4.97671474826073,1989,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.33008057994689,328.033443230342,0.152467570931934,20,10,52.7942780630901,0.615557296875541,3,58.2589308502164,17.7448235286079,27.4016484276391,18.6045955789843,9.41994324252261,-614805.265454491,277.094519324438,0.0013737097394875,77.892142687922,3.18213536548139,1996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,132.807493311908,-75.6729466115695,0.22042689756895,17,4,52.5670277729834,0.538612036999031,9,69.6964683220832,13.0214701740189,33.5821536104114,18.6436657346644,14.5716127965795,-7.30348613744985,285.735223199835,8.11044255553734e-05,218.925163411565,0.813534718447379,1987,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,182.039629292644,451.876767568241,0.133887635536101,16,14,52.0379900165758,0.558999616461604,10,76.3767382772525,17.7617156259359,36.4576655949954,18.6411540898625,13.8518897116898,-1619100.46795853,284.908098355534,0.0073765876499228,119.552680196298,8.31679719500587,1987,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,116.594434479926,1368.2441906676,0.126489261218754,28,16,51.7822137211623,-1.52021808805847,5,76.3733741498831,17.7541134235537,36.4944893335044,18.6365198539887,13.8137866826273,3755102.1926612,288.834911425569,0.0012261190659188,165.053973906588,7.74238979828085,1988,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,31.1273348617926,936.9678615335,0.177640805092816,17,2,50.4787594447846,-0.0696132366154636,12,76.324408169546,17.7173370516137,36.4631000614255,18.6405444370529,13.8050024847894,-1155085.04923677,278.710772503298,0.0048039060257919,120.776072001865,7.42783183967722,1981,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89.4609791047606,263.938733685853,0.134273042570532,3,2,52.0071944072204,-0.967220463082788,7,42.9940829355216,21.0651152039556,36.4730501385143,18.6421082457217,15.8715221441467,8995241.83149521,289.061294636988,-3.68163055295277e-05,129.710618968666,3.34209746055731,1991,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-83.7471997562767,661.905972163297,0.12602237730637,3,14,51.3832358251208,-2.98406400268176,8,83.9869891418999,17.7498397998728,36.5434446838434,18.6464053538541,23.6984514492197,8562722.42322087,288.617295842637,-0.0005122897501061,145.900218602276,3.03886376734423,1994,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
