target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
1,13.5810551262056,313.361039041624,0.799843553198352,0.134690251403968,22,23,52.0640218978571,-1.07160424580731,6,88.2876668722407,12.510434300819,35.0116367470303,18.6360892053738,7482252.43710552,284.365819350925,-0.0001897119639991,324.828110803328,4.43248474155051,1996,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,48.0870517127558,880.26542174225,1.44086057411066,0.171995998917655,8,8,51.5320902133684,-3.17990251730672,6,76.3238061302,17.7261734442017,36.5064528913137,18.6374778323155,837298.344644779,282.189334495453,0.000173356531027,214.378122076841,6.53693757464043,1981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112.597848912408,-1486.77288201319,1.44142817952163,0.162756023640413,31,23,51.6348523046263,-3.16178543912726,2,76.2995693873139,17.7285819900946,36.4629076674338,18.6354449036577,9145031.77249809,265.954789581528,-0.0045606682843585,174.428762605582,-13.192248265914,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,106.295019965411,386.240709770259,1.13209011946842,0.107037072421457,31,6,51.6944831303777,-2.57062108277937,5,97.9545623428779,48.3981751942992,36.094080237585,16.7798942380919,161115.359411067,282.982685891583,0.0009032492349992,160.580381936335,5.43857802575159,2000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,117.413247050317,651.364444119247,1.44254517392614,0.176961565690688,5,0,51.1831668447025,-2.92992801348728,5,76.3508194179192,17.7434568640698,36.4978130687364,18.6361996111853,7108730.88483194,282.157588890501,0.0033487895409058,168.630646801262,4.32341521176414,1986,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,38.8302878534116,480.968899873213,1.44102840801493,0.210263101890784,20,20,51.0878739849164,-0.947959081111006,12,76.359644061036,17.777991463806,36.4768068341585,18.6365347213298,-1068912.22627204,274.49103900329,0.0005998423425197,242.378370772576,4.20104483800363,1982,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-103.217711426082,403.835013014823,1.44096593967989,0.186319100289733,6,13,53.9713642857796,0.443743311151916,5,76.3366679777168,17.7539617066596,36.4939316568948,18.6401614941072,7015468.75360585,288.087598824604,0.0009310977847501,90.1491525369411,5.43996158159839,1987,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31.2285295749814,960.946081769064,1.44211339957938,0.159312420724679,12,18,52.9122498547926,-0.0923277623842704,11,76.3070384012072,17.7676819477232,36.4862709511849,18.636233198386,3104480.42838634,277.435644993666,0.0008246050563949,220.854312387467,10.1985874788278,1991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,268.530353335743,183.061331471816,1.44143191190685,0.172597413457496,12,5,52.3667056725307,-1.70242651801019,2,76.3145427781611,17.7500356298563,36.4602610917723,18.6354482473633,-7427.21337990844,273.977829280627,-0.0009883329406563,172.47526998676,2.18036029412529,1981,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30.2396562034622,826.482692234584,1.44273590480421,0.236330314060066,12,18,54.2896999611568,-1.78546973843298,1,76.3145594067373,17.7681050886254,36.4694170170912,18.6392238963609,2101404.69855575,274.368066167748,0.00097882265613,188.061985540579,9.21089241467128,1999,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,130.415787226693,812.377080808581,1.4423730637259,0.166832698307435,30,5,54.7848574425819,-1.94132711245498,10,76.4017029752076,17.7545363658843,36.4829992097565,18.6401065245765,14818.2864658885,281.535216807302,0.0001382230427585,235.361778717001,9.18033075541931,1986,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,93.8532800441161,557.857729643154,1.25854231239551,0.174290789281821,15,4,53.2091121405632,0.391290982831938,12,87.7002715263322,17.2341929449434,35.3195125973073,18.6419605843701,16.4073761707336,278.944084393035,0.0002788941369059,114.93525475526,6.90432468880506,1987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,66.924136210489,950.111136446683,1.44280256288536,0.137392186792902,18,14,53.3661437542226,0.354456261233839,5,76.3793000626349,17.7473277469404,36.4853448810762,18.6448500029157,4130426.80167735,286.039086307166,0.0007506480559104,45.1377313113464,3.55638238715211,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,66.419574956576,1357.6321375189,1.44102039248183,0.219739170603744,12,17,52.2146223920295,0.0174113079785172,1,76.4445765363055,17.7644430727936,36.4694009429233,18.642955550259,2395852.74338797,277.197748259904,-0.0012711586949392,242.600593959596,11.0262058894952,1993,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-4.41184460084753,-229.346316141423,1.05660828911063,0.2130834577473,28,22,50.6078528353901,-2.16465956691176,8,65.7759636860231,4.0867361901452,38.2225048380973,18.639545762839,7011034.91821601,291.281811923732,0.0007379966395207,263.308917993217,1.47369713988639,1993,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-105.959963071855,403.532795309599,0.335210635421847,0.115606847555037,30,2,51.4990947881331,-1.15699929655085,8,4.70320487954858,36.5913448020659,32.9989977020097,17.3013695858603,6818463.32970335,292.297111085773,0.0003947019409393,303.743668222387,3.6781046898473,1999,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26.8619188788067,594.380125595449,1.44109227905632,0.190644052738011,15,6,53.7689849093949,-2.33827822466473,12,76.3340390564472,17.7499490420368,36.4819992613281,18.6413788686333,59318.3616435111,281.982767113972,0.0009862108757416,270.426533004128,7.30370402599157,1996,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,215.283482043999,196.922027146391,1.44316807533229,0.17511164778453,18,5,51.876509441808,-2.82088110347283,11,76.3061593753805,17.747080191869,36.4774746840249,18.6495091357045,65252.0809361578,281.197099747116,0.0017667639387678,55.6486609531102,6.12105340301421,1984,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,172.366249299926,260.449980547754,1.44407603989673,0.177239324239323,8,10,53.477624573176,0.180349087888909,8,76.3241798599352,17.8042844106289,36.5172008087785,18.6283626271785,1341567.75434812,292.891862797417,0.0002603238993809,60.6470890018986,5.56935096595076,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,194.707786986045,726.857260961149,1.44226018841354,0.169362722910157,8,0,52.0438552398308,-1.77184094712844,3,20.7302861456189,49.4101246020796,35.3098613454185,18.6404714301819,6546892.21421047,281.67889201573,-0.0016193917567975,104.928632038145,6.84486184135121,1998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,250.249410502776,1693.59492641642,0.727378705787822,0.139004230793123,8,19,51.7573639287381,-2.45804872245022,6,34.6012676811177,17.7513835271661,36.511938900068,18.6404751802961,5995981.31073988,290.524568617303,0.0018319609178769,256.389695684194,-0.0340914891724008,1993,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,169.336667925352,911.90639247352,1.44145910531183,0.195418410717046,20,7,50.4717290457735,-1.81031099011272,5,76.5334240860622,17.787131818533,36.4679166480785,18.642252507627,213074.44461797,286.695316128733,0.0001717367728944,419.304774507637,5.966229939074,1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-71.2281072195603,-406.219671174717,1.47118286080463,0.128311924319129,19,11,52.1948730748065,0.641882412607222,5,-32589.0114990884,33.1905161296457,33.4867807738149,18.7033398917682,-163033240.573482,288.951397150594,0.0809605235532989,341.857672849547,7.79015319556301,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,99.5498886869033,1343.34968578922,1.44177730611416,0.163776571569128,29,16,52.3271758530872,-1.46729439307338,5,76.3889921058841,17.7650561307648,36.4633011477193,18.6427361449469,5292892.71967938,291.769151587359,0.0006261423258293,55.7364751035617,2.15278952849965,1985,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,152.629772071205,135.950797858447,1.44148963594938,0.124505378883456,28,2,54.3146929660761,-0.661654510549662,1,76.5774256720899,17.7620795741941,36.4741312819547,18.6390234535068,-1680030.38105001,273.808158389161,0.0029253239511198,236.758500920978,2.69484022152587,1985,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-43.6066860875655,865.899818033464,0.443602870172512,0.2294942027248,11,10,53.8588030241204,-2.0189142326749,11,120.667268797679,17.756334791216,36.4549665119277,18.6398677473888,2204000.4476845,282.963019910759,-0.0038864992635421,233.395044617724,8.32075606906536,1998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,100.243802278474,1019.40077842515,1.4412409971989,0.162151845469439,15,18,51.5581399905628,-1.79455400451317,4,33.6270423304782,45.7356346332009,35.5572411789557,18.6359220904678,698368.53645133,281.938982531766,0.0011974581621448,63.4912310793669,5.67858043422806,2000,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,47.6880344528634,-81.3412354043429,1.43997227257246,0.1948827996281,15,3,52.5553786626318,-3.23728787753612,5,76.3667899664269,17.7412780311771,36.4839441079201,18.638244039691,2807290.03036008,283.847023039348,-0.0002964197539784,42.4957303185521,1.46229644528359,1998,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,135.739964148038,1615.61742856739,1.44186978416651,0.199947564128268,23,14,52.8412747106944,-1.89269447079385,5,69.1091571765935,17.7412060668293,36.4752328640987,18.6417133873057,10383495.6033344,293.384402764762,0.0002165368334227,64.1629447701952,7.81222813653662,1987,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15.3619850074116,1086.88692324556,1.44172329459314,0.188985793348608,26,22,53.102391800073,-0.701799355146929,8,76.3716343222554,17.7586948318431,36.4577759038639,18.6495482148403,4667244.61425422,289.721439636193,0.0061040481482255,247.943173359293,9.2843196253474,1992,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,78.4698283040665,567.257181704464,1.44260913302476,0.185127198428486,25,4,53.4032644897578,-2.51164077955763,3,76.4058681356282,17.7406058029744,36.4704396943181,18.645034515328,15.2134006095467,277.578471575317,2.47941854640882e-05,35.3331865928943,5.48766607244068,1982,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,76.7846994661189,353.686621212947,1.43890471951905,0.215089221653359,24,17,52.8573314182545,-0.764644085429924,2,76.41342945801,17.7604268884605,36.4428114573346,18.6416600592416,-1243835.19098926,272.659574159299,0.0011645967728946,104.319146253263,2.76549156719602,1987,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,33.3348111665529,462.458074597912,1.44341711514724,0.232804141128243,12,0,51.6023557646417,-1.68846778990089,11,76.2994818552657,17.7815805476967,36.4686173828355,18.6459021438133,9073607.27739627,284.164474764023,-0.0084311528079751,189.138029074713,4.6554741552615,1994,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,6.48719604582146,1114.84401604347,0.338080165554141,0.194620223462326,27,10,53.8682435105792,-1.17758477115887,2,55.7544937543963,23.3159359096673,27.7664326399801,18.6385341162534,2032544.36213243,280.543543975968,-0.0025235132863422,246.674865998598,11.1536378553618,1995,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-59.5295202579256,1759.12728525296,1.44121023407747,0.205805961178133,6,12,53.9630374844281,-0.24339207406827,12,76.2687722207406,17.7544800609849,36.494489562377,18.6490656145621,1336977.77880531,285.196001308962,0.0014294091399899,315.761060296653,19.6289847304745,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,22.5380810440211,1354.45065974176,1.44151218430998,0.127462778686732,22,12,51.5137986268352,-1.10574620235011,10,76.3139425619612,17.7413922142397,36.4617793082383,18.6429536715957,-260470.753766738,282.08028244788,0.008191284461063,330.168241425314,8.46768551526505,1981,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,125.191173792127,1610.4746875332,1.44068128647913,0.159926634514686,8,13,50.7370500081896,-2.28388409670849,9,76.3646716150914,17.743740678693,36.4791713764261,18.6407488100882,7207907.91432431,290.132937014647,0.001985077964905,272.470948770405,6.84942875355095,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,147.855644733226,875.288685617946,1.44132359206885,0.185629192947863,17,22,51.1548836095814,1.1935207739371,6,76.3108509705433,17.7505647738668,36.4590626000281,18.6347682252535,8335264.07865468,289.108430871123,0.0007792512198197,303.152040544093,6.51587609402168,1981,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11.3582197145076,711.915647977835,1.4426567980114,0.175127791713292,8,22,51.4226520110518,0.866424271086838,5,76.3041470629484,17.7512925720808,36.5546073290537,18.6435544793216,3690127.34059338,287.394749921962,0.0015781644448189,301.359780153688,5.50971469240592,1995,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,134.772130912258,649.205366181918,1.44278932656716,0.23212157110978,9,5,50.8733752669449,-0.530379723799075,12,76.3300918165924,17.7501322135972,36.5008448965054,18.6410412657846,5903.14720131198,275.65524649069,-0.0005611007977115,5.21665576646593,6.49535347803765,1990,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,-59.6633629056327,312.720030258499,1.44241482185309,0.156331647609916,1,15,52.1147950220552,0.0749557652735393,12,82.3850467155302,18.1012194643133,36.4601211557337,18.6417877424348,798730.714137365,281.493809419406,0.0006824576948044,283.749768693149,4.05519585141949,1997,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,-1.02828775867068,564.532288054192,0.638687548534664,0.1634987353284,4,9,52.267622141472,-2.16531757415089,9,74.1000972715144,28.3412622544953,43.0193018874599,18.6386982543342,1657935.15048064,288.08050453454,-0.0006773565973143,64.9227618849631,4.55260908517595,1996,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,112.86804493367,439.115283535325,1.44461524034439,0.283329749113059,23,4,52.8822172862874,0.513118314689112,9,76.6646330445048,17.7862489275247,36.4470873315777,18.640184134718,8.15005529852264,289.114906904916,0.0001815465318432,218.44875086946,7.54303291680965,1987,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,39.8564703236675,936.472652401851,1.4434167882458,0.235911832682964,10,8,53.829291170371,-1.12876605460077,6,76.3305644737184,17.7466974513525,36.4853220768472,18.6414318525776,332732.377710117,289.156151329009,0.0011041203442312,171.932014980735,8.85961016318784,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,-117.550780771299,622.654512967346,1.44112107316318,0.219879524277124,22,9,50.8775915054175,-0.586209308679264,12,76.4066651308605,17.7518210264434,36.4785701542059,18.6415849005748,1401855.09710975,276.620620880598,0.0033549429572795,332.118834484961,5.07018163485457,1982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,133.480065530706,872.67899238437,1.44255054585409,0.239296551307266,17,19,52.2416182795887,-2.50799345171851,2,76.3919577781137,17.7485688373799,36.483970883824,18.6359207581996,3601570.8934751,276.749673478731,-6.84696563950896e-05,186.895282863399,4.16950984557352,1984,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,136.988838854191,572.942623679365,1.32069824665505,0.140763261916552,2,13,53.3286327359668,-1.77111248034227,9,165.143813270677,15.8798669810586,38.6867656404613,18.6358548764246,8182901.22678213,293.327025639389,-0.0013445291851014,147.845998591972,0.619735871071141,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-17.4497960738756,139.162481705822,1.45213899535255,0.227466091670176,28,0,51.0327153709153,-1.81877822832414,9,76.3289368058545,17.7527780043003,36.4658056468313,18.6428981435002,7799224.07091955,287.099273353685,-0.0027178283319207,116.372011689816,3.06444417821796,1983,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,267.840948052584,793.021822282863,1.44102844765269,0.206944989683385,2,9,53.3102055009566,-0.263322884460681,6,76.6316862858096,17.7770614576098,36.4768069553678,18.6456879281463,1235859.68362191,288.628313186488,0.0034407961358881,165.41387726637,2.20552129814179,1982,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,206.57564164833,-255.955236277171,1.44302220578793,0.17271157442572,12,5,52.2095083288064,-2.90815674002577,9,76.2496428044226,72.2089043594712,36.497274666693,18.6484761701088,151786.20152594,285.515089045166,-0.0041347596179552,109.490940301284,0.631344722111235,1990,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,161.774727543572,259.145721861017,1.44192893133117,0.16082861104115,3,3,52.0996593609432,-1.35746387252625,6,6.44233140682981,26.7511793818169,36.4725066487918,18.639619189588,2575990.26698865,284.706379832238,0.0010015530465668,145.123771297068,2.7735258435793,1992,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,40.1268708794611,616.487513370735,1.44082123801159,0.224715394180966,5,23,50.9654582977974,-0.81697402134088,12,76.3554393920505,17.7597299908978,36.4707803274936,18.636879468583,4605988.48878478,280.066896117129,-0.0081596031611898,253.80040405941,4.27183506408508,1986,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,98.9861432211901,659.607928594708,1.44260916502916,0.107765515645364,31,12,50.8646603693673,-3.86690930615725,9,76.4234886746087,17.7407332830359,36.4704404795403,18.6450343860867,1153445.51030414,285.923175440136,0.0030411116106527,278.490852303571,5.325939642165,1982,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128.031818899191,1013.45115562363,0.993183431515823,0.119748814848866,17,15,51.7248545421395,-1.42598599235015,4,58.7698645063262,42.8743003048409,31.4894619074816,18.6386990478875,3005875.80022119,287.786884180472,0.000704511699464,248.964941128068,6.67989893847315,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9.30066418933091,411.366542388782,1.44281485050325,0.191895111224994,7,5,54.3159316290347,0.457050378139966,1,76.3847562976289,17.739588870079,36.4952900032329,18.6457831205514,-10358.6088255934,283.1718626005,0.000529583057376,354.818393860268,5.48139760255545,1990,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,171.697027227698,677.26447334526,1.44116265188251,0.268302478678384,20,22,54.4990769745015,-0.943124449845827,4,76.4818361016459,17.7599030754048,36.4783169612354,18.6398104404499,920465.753617161,281.294500679014,0.0015686330926377,317.855527302336,7.92923287624598,1985,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,54.5334357960945,1487.03826611861,1.44096395261308,0.194200089097144,4,16,53.3423043552771,0.53914179498912,7,76.33769799982,17.7721845333096,36.4881301467424,18.6429471944335,6996475.064122,295.974203491859,0.0002957465524958,223.86849321393,3.73309126573152,1983,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,51.3352137761926,919.087996618479,1.44205472910616,0.236515168321621,4,15,50.7644661091582,-2.75415463925664,10,76.3464876047795,17.7384566585989,36.4710644967,18.6352088704925,4177856.59635561,285.639862352832,-0.0013329105145409,246.50305621631,5.36954128368987,1981,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,58.4917498869159,102.148367315092,0.379091464527206,0.179531365612752,12,5,51.8794496734275,0.376429103569339,12,44.4125414752597,21.054255908209,11.9112316529096,18.640883518691,25732.0682957199,274.165220237271,0.000660061735095,89.1573388590427,1.66370025800457,1996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,49.6197757616826,962.31743302244,1.40539332749381,0.217716093779811,7,0,50.8269016480373,-1.57736295751332,2,76.2286245366055,17.6929641523749,36.9758512365065,18.5498270646017,5841397.89975578,277.144649748705,-0.001151248237393,149.515163250072,7.51191772381058,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,102.479787166001,634.442243730865,0.600828657882208,0.250066090942895,18,20,49.9886313064335,-2.10914441881801,2,31.1001600801742,60.7298195564006,30.5031105976457,18.6415447676176,7929299.35612564,288.697166348257,-0.0001816682174201,201.354279105268,6.38400444420332,1998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-7.3993215549078,144.99239998917,1.26520008987687,0.241166651767376,3,5,51.5291748040297,-1.56469564191893,8,45.7442313834409,15.2608593963246,31.9885296946135,18.6033155115994,148636.138887666,283.386958042093,-0.001065198700827,190.668184558256,2.90066459109894,1996,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
