target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
9,71.9790729256718,1740.97833112642,1.27350699731024,0.172727347932439,21,19,52.6947133566367,-2.49007569648197,6,71.3286801403456,35.6293319710033,18.6480492095113,22.4271191178545,9572791.62015272,292.230518705391,0.0041084758065909,150.100656112582,5.0157252948628,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-37.9777468863959,1007.34188737255,1.44163525409863,0.161870610012849,9,18,54.0569805703447,0.531402593849214,9,76.3030530321832,36.4768823793921,18.6456879635202,13.8094488583457,3950319.73156768,286.981092541664,-0.0001108653772617,118.010155084968,2.42114404235781,1982,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56.3529258892844,1342.87891882433,1.44018169498506,0.177269535492501,3,11,53.4273137123993,-0.0296556763391005,1,76.3681412756024,36.475691281711,18.6419542414789,13.8563619471441,1426087.01081542,278.311196210376,-0.0052173390505959,268.619946797518,8.7152192115507,1988,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,212.654925197821,669.075989509837,1.39111213552763,0.215507859426657,11,21,51.824759091906,-1.66203373183935,7,17.2215362260359,77.8260968140975,18.6651870933285,15.7609240645552,7933012.71263134,292.751314173252,0.0017654126285567,269.757504300136,4.50352925195831,1996,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,97.4210417516168,1299.00328979096,1.44183984617716,0.16995052891511,30,11,54.4166875350249,0.433397635533138,3,76.3417396465886,36.4644105973455,18.6362339929446,13.8285108651925,5061297.71691272,283.451871800831,0.000492604266305,568.215787983749,3.7946550993434,1991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,89.3569412780746,1057.52978756969,0.379131632152644,0.187926159978147,29,1,51.5231907846924,-0.777376953837982,12,43.5255590092843,33.8506733441739,18.6359217681476,5.83417571780427,11537665.3102086,283.685583398008,-0.0230369066248935,393.024218814939,9.37694897043406,2000,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,210.303831423174,1975.92642615217,1.28136745512136,0.160380313159498,9,18,53.4656884849059,-0.322401495675747,4,62.4406074422689,33.5821523895624,18.6405694388394,14.5716131110837,8867136.84836422,285.099664850377,-0.0002537291198337,119.917283897419,0.965385135539442,1997,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,96.0408513432443,448.456486214198,2.49757136163995,0.211519715601579,29,1,53.8258831316289,-2.51852000781898,5,91.9098486862197,36.4764585330605,18.6385484622457,35.0699686206599,4894477.4124775,280.75580197157,0.0013652679414404,282.949947569543,4.12628999066621,1989,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,176.86884582348,763.692019984912,1.43921079293869,0.172762749757546,20,7,50.0937049451146,-1.50294763466768,7,76.6668692877058,36.4883071324769,18.6395424971932,13.8183890598167,370632.360020441,286.148164716938,-0.0004753982549141,79.0843212547702,5.15953256301161,1984,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,158.958121016109,1190.9200477159,1.39186552306704,0.316822733933762,6,14,51.0346177527316,-1.54641951485814,1,76.3690014434034,37.5324287747675,18.6459400762119,13.8187795527875,2468300.3750359,277.767087672815,0.0004517393848649,126.361166166392,7.74600731782815,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,131.478459066965,722.177776988488,1.44164141905577,0.237912004783925,4,6,51.8265161880604,-0.284157214168625,3,94.0515170891595,36.4748306363261,18.6368761245665,13.8085616460153,45941.5204631693,276.330182240759,-0.0099561227814587,229.11610535676,6.85690325643566,1986,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,208.633405485995,403.243796522276,1.26979433393587,0.0951559693803756,20,10,51.9211822012114,-1.1834853512159,3,106.732082216776,39.050995639879,18.6398051384458,8.75618330997236,539311.26975687,282.723175767762,0.0011869868736112,256.676197740438,4.9736844016592,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,87.4922430541829,333.094451201919,1.44276953979833,0.151959297009743,28,2,54.1535680400631,-1.02311302111344,10,76.4752363879843,36.4697071188078,18.6362334603339,13.8102188211182,1967743.68991955,282.17218955915,0.0019688442299306,162.601446000423,4.4631725338788,1991,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,226.479369243095,-4.96512875664748,1.44209651424785,0.182675660784235,4,4,52.1750651131921,-0.502614395690141,1,76.2965711620456,36.4942137225883,18.6391447149079,13.80970355131,5.04492640603388,275.566185834676,-0.0007187647924029,328.228724531336,4.82884984520982,1984,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,219.226148272613,1312.83083147341,1.43012982603307,0.171891489834146,5,12,52.5178905259948,-0.643053723945609,7,70.5694068694131,36.4757880296696,18.6449576343668,13.811089496359,8435902.74416923,296.666599107246,-0.0003342204345201,45.2683105825397,7.46604739951967,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-28.1148067520844,103.30723370941,0.579427363578806,0.17882762050142,19,22,51.6032128654715,-2.31288542318046,5,45.6559933967677,28.4978212842631,18.6452764811592,3.62034670247638,7793722.0500616,289.600108384985,0.0005684917732603,75.7921528926128,2.71903944169692,1992,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,196.483568501643,1154.01020175636,1.32770696030474,0.200207039030374,25,14,52.5538641515124,-1.63888453141966,8,-15.8084415520349,35.223818522825,17.6018034548094,13.8272612056725,7353622.60058263,292.875587854854,0.0016333249982285,185.3903395245,2.76259015586356,1990,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,268.20194092624,123.635408751827,0.896931677046738,0.111587150594493,21,22,51.9256118097968,-0.574770062191006,8,67.1917824021159,47.959168190836,18.6445235731933,-5.97174275841324,12240041.9768558,293.353832558922,-0.0001925085585478,53.0177134043675,3.18734462786458,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,-15.7214983564757,367.311323170849,1.44083588801843,0.159149442391199,9,20,51.2220768139187,-2.21518548170252,9,76.364477209178,36.493074218775,18.6443768728738,13.8412690322819,3072834.70467712,289.545691027127,0.000562314603777,154.931439551345,1.45351660426606,1985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-34.3107625515528,337.591054625252,1.31740475171031,0.14398303218817,7,6,52.4454108506531,-1.06253885223838,11,467684.805627401,20.0753644433742,18.6381312411286,170379.733164231,152371142.766769,280.626775986037,0.0015166980812394,226.839155740474,4.37234119200293,1985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-9.10845051276175,1124.13277447788,1.44082500292082,0.189098168453511,4,8,53.9521375514957,-1.8602406684604,1,84.4318833893876,36.4863631245712,18.642408172888,13.8065803880602,178862.79946716,279.577025824803,0.0001663239589369,214.835965723462,8.86947750532971,1989,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,213.467851946047,26.2103354598742,1.4428386015669,0.204144072002799,6,4,53.609958885047,0.343560058309509,3,76.3680402334222,36.4704596981916,18.642108514645,13.8133672610827,26.974029815106,275.802498090895,9.88786643409224e-05,100.836131250812,1.96591085888283,1991,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,247.268803368203,900.291059591009,1.44184472715187,0.154353243524046,4,17,52.0782200825988,-0.471795444939187,10,76.3461787894737,36.4810121346763,18.6407510119774,13.8183855157664,3914625.7068473,286.735512233826,-0.0002495941912239,81.045467817167,5.89359316448402,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-5.4239522078153,1258.16034030856,1.44215264265892,0.127282550483803,9,5,52.0706609010353,-1.6000674751214,1,76.3373923641805,36.4689683388342,18.6499549370404,13.7975948652008,-40516.5839845722,282.404644382437,0.0006134196628187,238.775526679673,14.4694800022065,1991,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-121.442337372245,548.635783351048,1.44002483253534,0.143664699230588,11,3,51.3639868427184,-1.05126118461308,5,76.3110597678275,36.4455863538252,18.6463352583609,13.8127713489116,535691.282275214,281.897153546725,0.0014495213223176,234.046844197614,5.37769753362407,1992,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79.0656946925657,384.82245194242,0.677443912470587,0.125907924508153,27,21,53.0332063947027,-0.636412279615371,8,42.3848636840801,49.8782927330181,18.6408836334641,16.5430845192194,10691708.9263372,289.710574632762,-0.0003110192918318,201.876640738051,3.10542992022336,1996,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,71.9570276878147,160.287649114432,1.44118306031362,0.207899320680104,1,6,51.0403958451593,-1.49786859565802,10,76.4919500857779,36.4848520840623,18.6452725977688,13.8039493123837,54454.8044612604,280.083553983911,-0.0002970884610107,204.115364990911,0.916404734172467,1986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30.9888399313679,1686.86379428875,1.44256276837521,0.120182363699435,31,16,50.4865362781762,-1.75016249111122,8,76.4600984860444,36.4585728352855,18.6417879351333,13.8037089976492,5305497.09776582,293.944225968048,0.0014175986925641,148.199562817663,8.9098443023946,1997,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,201.075326788341,94.3232718137725,1.44183162434633,0.159220790733756,5,2,52.0873517450283,-2.72392453387139,7,76.3357817040135,36.4443307657807,18.6390282254198,13.7853323425824,5142963.81270418,288.23580438956,0.0005905281775616,300.080309081031,1.24083474061128,1984,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-103.722354649858,1276.17501854333,1.44131170023561,0.245683687543721,4,18,50.4545400039405,1.00661506256099,3,34.1709992922725,36.4571308200793,18.6449269600849,13.8103056005692,4183175.90817817,280.941098260817,0.0009695629657732,260.313675135376,6.5670546416783,1990,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,-18.2547542021219,480.918337919645,1.43985999364334,0.175888381564528,15,16,52.3090251518093,-1.58827074665816,12,76.2825448953432,36.4521204457394,18.6440017653576,13.7970420647281,2340845.76949949,279.996775940206,-0.0007652908656928,191.44408187276,6.11790501999071,1992,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-71.8927879682822,566.317379269384,1.27350698497241,0.195211435058056,27,4,49.9915605880821,-0.483992556175859,1,92.3100887808967,35.6293329841286,18.6430306203307,22.4271197455391,-4.01550083153098,278.470310747186,0.0015555139089644,120.03537769233,5.33664399245036,1984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,116.433966625053,1034.90230604375,1.44174039867522,0.179467018870954,7,11,53.464069333153,-3.01336925143416,5,76.297086351022,36.4839726330616,18.6421409097071,13.7921204234966,2437003.96805841,286.765917298781,4.01966637781827e-05,251.259656430977,5.99007440681697,1991,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,29.2163722796586,742.408436181102,1.44461941293751,0.186121077211909,28,12,52.3258067952341,-0.461461836688553,11,76.2887383489198,36.5243426977,18.6409350622436,13.7970974323306,1932795.80590367,278.990741813723,0.0007227657867202,208.945771729281,3.24850814101885,1991,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101.431589434808,647.969477180398,1.28136749016375,0.25255280030308,10,13,54.3372699005827,-1.5540916349744,1,67.1371745109258,33.582152340782,18.6393583449222,14.5716130836918,6096496.01174021,278.803444889433,-0.0037532056232927,59.7072866372841,4.76381675948719,1999,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,78.0090095220741,95.2231070735573,1.44105778654165,0.249664421753251,8,16,53.0447057222879,-2.90894365060143,11,76.4134036998289,36.4955228899388,18.6398024431196,13.8041234487847,-38865.5214424514,279.414837271465,0.0005919579507761,143.237256518951,3.88411913855656,1985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,116.715566542977,1224.36727707132,1.44203916157735,0.184713468048917,2,22,52.0167437674307,-2.44770224364026,2,76.4534574425083,36.4799839317865,18.6423120996261,13.8131016787176,-546309.637760525,276.675710823463,0.0026771779491529,241.1122305519,10.1639387094065,1988,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,27.2358985075726,1269.38247344757,1.44217699957178,0.22930483664894,5,5,51.4893471903542,-0.449051000879867,11,72.977144108625,36.4761729973832,18.6434263516733,13.8081811927677,27744.1148227188,286.358014849381,0.0007597119566562,236.830098511889,12.8890342162368,1985,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32.9001453649799,2016.39705582956,1.44163558983318,0.0992612950978724,25,16,51.5223409072604,-3.50273064148192,3,76.3411482753122,36.4578232630898,18.6448500415561,13.7980239670539,2474089.46747471,282.364985670034,0.0001703239210352,285.950222637991,11.947028001758,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,3.13076676343002,1641.61586224505,0.987622669705141,0.165345874114592,19,14,49.6725603955972,-3.2268383525769,8,100.540271358242,38.0686772857371,18.5329697335286,13.7809536274047,10294634.7243824,292.960211900911,-0.0001903862830932,255.753486114121,2.66230223950184,1998,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141.958679595125,-85.3557075367433,1.28136746369656,0.134734112942397,10,21,51.4829150930794,-1.82875567119827,10,69.3935712713852,29.671573586785,18.6415767311196,14.5716129937965,442975.460131306,280.049359666207,0.0024665134050286,106.906428820262,2.07878890384808,1994,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,203.765482093317,540.375997268098,1.45515806263706,0.166009839512245,1,5,56.7097218534411,-0.750826913130334,7,76.3183844347424,36.4818293799883,18.6390289511436,13.8183130315771,103335.75208487,282.494835941534,2.77294257598279e-05,276.811913946449,4.36901757255923,1984,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,74.704673771079,1000.32517706331,1.39597331133451,0.147140229005699,4,9,51.7376612274934,-2.0422343814296,8,19.5910817328298,38.7805874664126,18.6447826648077,40.0399958654636,2485379.99525705,288.246547059259,-9.03403858752815e-05,272.056451627346,3.12701945811287,1991,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,74.7152317940443,600.614812960511,0.562491697490882,0.226491603329011,21,9,51.7212138556363,-2.14526252915316,7,45.2846912474811,15.5617259468852,18.6480891289634,10.8100048260336,2912753.5056929,286.614841843934,-0.0002961753002514,172.119247310481,1.33924178698537,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,63.4884131311338,439.136045536535,1.63469141058516,0.148701838189469,11,23,53.8622760751664,-2.25717436940131,6,86.9186826045927,29.5242393061802,18.643694131641,15.4451210543745,10671943.567382,287.637012552381,-0.0002903682485615,156.964332723257,3.84103508182346,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,66.8812185919334,668.476575131464,0.308322890474717,0.192563545204384,9,10,50.4511101996005,-0.915852961975385,10,76.2922630770538,31.1890966445767,18.6417686892456,21.9017950405338,3278591.85469256,283.229696728843,-0.0021966290885191,292.597673991707,2.3880991647591,1998,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43.0047667141145,546.569977450468,1.69575876899515,0.157681750129874,12,7,52.1169830895616,-2.14189813033083,1,78.6356894066537,36.4821661017518,18.6449216287904,16.0114399169665,38399.9464955989,279.555002306759,0.0002900489237176,255.622928300891,6.56542833702199,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134.857826661262,690.977704306477,1.26979420173915,0.199772141105176,1,10,51.8076667937422,-0.780896238411998,8,85.4143339219785,39.0509951521489,18.6329843250804,8.75618330943282,2644616.93899859,291.020335733976,2.7338343727394e-05,76.7672979567208,2.8242052834398,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,66.8971392070707,710.352053473695,1.73186304571189,0.161018948031552,9,2,52.1799914799794,-3.21651890474206,6,-35839.2188490493,33.4867813800974,18.2052978088535,158.094812889765,-258665482.598893,286.222450254452,0.0460956450698126,252.950060365191,6.93220352577505,1981,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,69.7803175294807,-481.395312767391,0.956073164377812,0.17837052173743,18,0,53.3973476772699,-0.664329178384338,10,57.1397152221611,47.3539826703849,18.6414668804705,-6.77470684104574,5406231.10951393,281.615232604489,-0.0056954204215218,260.491917766446,-3.96714671862395,2000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-56.865998850098,762.586962275419,1.44226287676668,0.209213516298968,7,18,52.3868232033541,-0.998556529548708,6,76.2363802169544,36.4778472772763,18.642375263226,13.7924757503915,4476163.57148398,293.600552490613,9.10959939266812e-05,-78.7105153367093,8.23473388792204,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,234.420797674652,519.346521540495,1.44260066957405,0.146553539400192,10,2,51.3274825148742,-0.353998659347569,6,76.5957087031791,36.4806214333203,18.6362330665019,13.7987407614435,1020477.68440752,280.224588798919,0.0037538961288599,281.187241815323,5.48758684733115,1991,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,64.5866536832402,376.849106933423,1.44159267040662,0.139952656000173,3,3,54.4636713827629,-1.79574143022954,7,76.3410752517748,36.4757782086176,18.644246871652,13.8013060742304,3503690.82762129,288.727471342734,-0.000139688536346,257.632848775822,3.28718546563726,1986,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,61.8800829075692,555.522430649676,1.44461525910524,0.197155517210028,28,6,52.8642520696999,-3.20981573729352,8,76.5316078765179,36.4470872894535,18.6388454192988,13.8299339757451,81407.2344158216,286.329550437587,0.0004643380994956,272.275454377424,5.70405617749309,1987,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-52.6682930166861,859.420037855901,1.44096391098981,0.203387348628158,18,12,52.1071625821179,-2.16614507285252,2,76.3955514862686,36.4881300372612,18.6440866871553,13.814014288477,1048068.65140265,276.365676575788,-0.0004727821521239,91.4049418453842,7.62951917779906,1983,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,86.021355877932,1039.08910032444,1.44153511282122,0.20249263241128,27,3,51.6805491380109,-1.88458110966016,4,76.4149534918993,36.4936867207658,18.6398035466141,13.7880872578159,1144627.49767077,282.895378279826,0.0025535549228004,305.219859753284,9.15290019215025,1985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14.0200077973535,1321.57929033412,1.44276947396692,0.160407568671111,18,9,51.1445458703654,0.581363126495158,6,76.3352482617803,36.4697062641852,18.6418999509698,13.8102187397274,3349774.90307564,286.303026140333,-0.0010995310135369,290.376992961422,5.73985735400393,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101.714758125134,158.487335200818,0.933528124988371,0.0907263410891828,10,22,51.9190128270163,-0.85377689256661,10,81.7999201151893,35.3195127889029,18.6404079320996,14.627707349564,8626522.44505787,282.325794686079,-0.0071715674099051,287.230450256065,3.49113975019835,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,-44.2955523759323,1229.02655163614,1.44093555409103,0.122212155657221,11,20,53.797255728179,0.278096402260172,8,76.3591009753563,36.4727413011914,18.7200153260026,13.8088291926543,10597662.8230731,290.644111155958,-0.0022782837953722,221.623487078483,11.2822603863792,1989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,38.383334032363,1982.51260108717,1.44082738381772,0.173215307194906,7,15,54.2201754974275,0.0333611626099481,3,52.0152546989911,36.4972057267165,18.639569304588,-7.69635296039109,6842412.45193113,279.887433944656,8.41487367213104e-05,55.2598090157677,6.91335279662858,1996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51.1350568073105,324.613581814597,1.44283859933996,0.144240237723581,22,2,52.7564581660138,-0.355766522356289,2,76.3447162113143,36.4704596972691,18.6421082766216,13.8133672518309,807389.344144408,270.432718378517,-0.0002819415146665,230.145316329864,3.09763313767807,1991,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
