target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
5,116.788163141559,880.631685976841,1.4411662840467,0.15944033557431,8,11,53.3658579323279,-2.08243747558383,6,76.3208712408935,17.7484926552987,18.6374784212264,13.8322769983146,2105834.52934389,287.378518183592,0.0040932495509249,216.919072479997,7.70892201182325,1981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,137.245688920688,523.608936133074,1.27350702442382,0.268429746578268,4,6,52.0626898177878,-2.94112785443168,2,81.3504004972824,21.9924952703963,18.6370836327892,22.4271196500243,58464.2181802954,281.380717083638,-0.0014751375384686,223.97428344809,5.63212049491387,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,176.619759950159,714.191926489637,2.5907037696449,0.137060337194038,24,9,54.3443676152308,-1.68695693854609,6,90.4954445510963,17.7351190802838,18.6452648847466,40.3906994711065,2555589.32517618,289.013321668663,-1.03675046786588e-05,45.6719541010986,3.96260912576578,1992,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-43.7544265776866,641.975609444991,1.27530915468529,0.208085606575193,30,1,54.8976817700255,0.326882496676387,11,78.9716954845582,16.9497980736906,18.5280711625052,12.2891507788697,7084008.30947958,282.558373111383,-0.0064505457034418,227.209161889441,6.97907932282861,1992,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,8.79152835455353,887.964352627854,1.44272655049871,0.143354231513106,28,21,54.6761598504688,-1.85946565584759,6,76.368129146287,17.7094703106029,18.6438680252194,13.7940538557901,11522250.5233316,287.727602319611,-0.0009430447363468,12.7250865160908,3.01322674019924,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10.1422702689067,336.350813816925,1.44162472314238,0.222408641000908,10,4,53.2575666571568,0.169835631205173,8,76.2927661128948,17.7432966682489,18.6395427992966,13.7929293446964,4.625367007771,287.005137716219,0.0003083526972084,19.8480600300631,4.24003850419535,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,69.3891081390401,1169.75385918732,0.134127011275451,0.187377039273037,1,21,52.9197382775478,-3.15634654743504,6,-115656.693468476,16.3542339905465,18.5711003311081,31073.7856546605,-2271692880.08712,287.382588692954,0.626602048230917,207.649584869397,1.58146552659498,1999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,121.689618053249,257.173390778496,0.481106426218308,0.157460743637216,23,7,52.0067506742093,-0.13061796619906,7,66.4717483645422,0.1370124107899,18.6476706757947,6.67729402650936,57712.2071837037,286.896921924481,-0.0003898319343035,292.921693179753,2.20616089092762,1997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-36.3449668632644,273.18686150397,0.839431501705593,0.228137131272243,28,14,54.1115644262284,-2.77462194851165,10,76.8366527123936,17.7482573493117,18.6369459232807,30.405156061631,2065198.16596731,285.807382096482,0.0007022428695732,174.669092123464,4.93239249814513,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.57475773578517,1118.55575893875,1.44283862358172,0.257167223779959,1,0,52.6906013018274,-1.47901744196388,10,76.337599388145,17.7652497251929,18.6421089801862,13.8133670150349,1420783.17607747,282.178409535057,-0.0024016947434339,261.34186750093,11.0399863293853,1991,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,125.840642421142,808.848105028899,1.1737328513174,0.189114575450699,27,16,51.6870093035546,0.960744682366717,4,93.8931434445843,-20.2247494898993,18.6459682400982,6.61977794443637,2465467.50159653,283.267727640267,0.0008708374305747,71.0274371883402,2.17074657609189,1988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68.3580753677846,290.910016710344,1.44188852901765,0.153315735572543,7,5,52.7503831734147,-1.80547167244797,9,76.3237196786236,17.7660647573016,18.6354652177364,13.8436456862159,162526.837523722,286.544774932406,-0.007040482204006,137.270054545151,4.04269884000925,1988,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,108.693901997276,-87.994119984844,1.44196293799958,0.156226830117907,10,19,52.7242130335283,-1.14925460806013,11,76.3574971139652,17.7912518217198,18.6354657900361,13.7873869263269,5717879.12213598,277.47141121816,-0.0023675632987542,214.941227324485,-0.402144192665534,1988,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,59.5788866573458,376.697715226183,1.38963143689687,0.150478937370631,26,18,53.42878509675,-2.33894048981143,10,76.2489811535729,17.7164598575057,18.3487844346928,13.8153307700605,1971402.93249013,284.512437427795,-0.000392558565687,274.757884889091,4.07577123538944,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,53.5675920062533,566.946353923519,1.25334898231158,0.156471129280659,12,22,53.886315610933,-1.78045268485614,1,37.3018297297034,24.5437137793503,18.739098719284,11.9557502621547,6349009.54468464,282.468967705657,-0.0021071417235641,186.744716553496,6.71258676781446,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,64.8070104606635,650.975791880254,1.07217654342498,0.121757913652264,26,17,53.3173156683953,-1.33846881174445,6,58.2103222999037,17.7478277044083,18.6428842998036,18.4125970982677,2951680.69005237,288.60364325504,0.0017686463662233,-22.9053012651337,16.1945291619815,1997,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-36.9701610203433,814.553657389725,1.44089478527951,0.266081985083861,31,8,53.5421764123429,-1.14216374987886,12,76.3761805188966,17.7329156947714,18.6486871921932,13.7821519740736,1474197.95431009,281.65615722152,-0.0348257002633785,225.809865464094,5.51269556925217,1999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,55.4651180033704,-724.231750728272,1.23620795811774,0.195610749549047,25,0,51.7936640087574,-0.349226204159652,11,453.271622808318,17.1941578300273,18.6265618514519,1.39386294902129,12642808.736914,277.110200020421,-0.007296937511344,153.147925158555,-6.75530820448338,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,92.3808491279183,561.762916729687,1.441592627153,0.170115021575933,11,22,53.2053166162635,-1.3649626864162,12,76.342952553693,17.7567215058391,18.6436207881925,13.8013063545171,775806.521819564,278.694117888426,0.001396641874521,208.357091575957,8.96089248904075,1986,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,141.206439064991,445.977491201646,1.44151519190751,0.24654269953516,24,15,52.1338894697849,-0.876383873703075,12,76.2962374994793,17.7366779623185,18.6369229535237,13.816838156919,244214.881891108,279.33736101994,0.0001262167124695,259.66562418175,1.96659268040645,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-62.3158523132145,131.784099039784,1.28136740354042,0.173559581998449,22,18,53.2230881268749,-0.467696976933222,11,68.9627598503209,9.86627884734446,17.7312998695009,14.5716125028908,799779.795970846,274.964887371877,0.0008715234608834,204.199423831707,1.98949086690514,2000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,117.312938735202,1101.52267631462,1.44218570289225,0.22335050388332,26,16,53.2615843557722,-3.62226071017345,11,76.3799614860603,17.7440919353463,18.6423617287702,13.8136197062747,2208516.27123807,279.194822943774,0.0003471594130037,24.5264946899455,10.6039305550046,1990,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,35.1932864163837,700.318733720041,1.44276240747702,0.171821461048389,26,5,53.0000943870919,-1.41004218737494,9,76.3769268939663,17.7529715597622,18.6374450960408,13.8035883446526,108296.314710866,286.297325316265,-0.0013357826752057,182.376994991683,9.15212921653599,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,17.2928736682419,1721.26246429855,1.31740478628754,0.111676235039153,8,13,49.2995770586729,-0.171513123504014,4,467703.442154897,50.4331181209465,18.6396443605051,170379.736096496,2345158564.03133,285.695274720676,-0.896076505041983,290.743721375,15.1781092528297,1994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,159.940859531254,1625.80325635822,1.48689075409788,0.210050246833288,14,12,52.122181348196,-2.49270183147168,5,68.8824478258761,25.1383499126108,18.6449211376613,18.344860464032,5997782.00814051,291.401166485463,0.0009949613328308,148.097742899142,5.15792349002992,1990,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,83.5283379455045,789.850413209976,0.945906415216991,0.177652848090123,13,17,54.1925925307749,-1.2326028459127,6,34.7085247317439,22.0119268623911,18.6442761294117,10.8444381278539,1980756.06636205,285.489867036806,0.0002949848316859,158.026018846539,5.69543876838331,1989,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-94.7842241264047,939.561984268145,1.44186981015144,0.189522317471525,25,9,52.3293510490215,-0.17810791362637,6,62.2417134887288,17.7408548799312,18.6417139348158,13.8135539998779,2061618.87902599,289.622080517931,-0.0006311884527957,47.9287256492814,5.51182699012219,1987,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,188.96144541214,353.233886262823,2.6355507634775,0.148345751699307,21,8,51.1350344738299,-2.22823074317682,9,56.9021118128469,17.7482064634161,18.6374451405033,4.3925027982314,1112496.17737446,283.957282287093,-0.0018994717099814,215.517879890385,2.63447966483971,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,75.81063214984,544.731922402862,0.94590642845227,0.121443099856243,16,21,52.8455807325995,-0.26708287388536,4,41.1036272594186,10.928045935901,18.6360244115604,11.7816713219434,7064161.62603254,280.798502478901,8.68842228324955e-05,181.708231498738,4.58362599337608,1996,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,57.2473211364745,955.207504756878,0.45457901556271,0.180848834527937,14,16,50.9597004437229,-1.27615207105777,4,25.0144044813212,47.0304191298587,18.6417878353262,-8.46824982372594,4953291.02798544,282.530653673496,0.0006085468950152,-98.2655480522389,1.42072405143586,1997,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-17.4005265239764,1077.17658558775,1.44118305432485,0.12732298008911,1,8,51.7052273380628,-1.98893748006264,4,76.295660703226,17.7599391079947,18.6360005743851,13.803949364755,446325.76570488,278.359872362779,0.0011204765704579,273.52779120892,8.88672121102302,1986,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,259.349744348241,-119.241539584957,1.44173168226692,0.182618353674889,20,3,51.9880651474406,-0.956430261041263,1,76.3777956670091,17.7512726972861,18.6421958289294,13.8412343654864,146672.365597733,275.054963692997,-0.000241757795945,118.07014537152,4.09520102541048,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7.70137372762029,882.434125577054,1.44177519204118,0.236489863923618,14,13,53.8545561567604,-0.591370436101175,1,76.3574751092687,17.7436543506152,18.6400273487985,13.7904678577635,423812.705565451,280.296106774774,0.001997287957242,251.940155332602,10.439433244969,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-1.49160856042953,239.618016639697,0.747485542616656,0.182256845695213,9,18,51.4594695412976,0.564118484130955,11,47.8917657914294,8.99261956030717,18.6415446679356,4.70924073619155,134157.519787436,283.006109728946,0.0007201445836076,221.297632881204,1.64195315514775,1998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,142.056145722791,1602.21213626912,2.58136106243264,0.167562779795434,2,16,52.5146665012767,-1.23445478515931,2,29.6620883277031,20.0963548671131,20.8909573515233,16.3527768459243,3634297.32840473,284.336402418624,6.43168983193859e-05,322.092574099251,9.17418417881353,1998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,153.564506836859,243.087733086064,1.44375329909129,0.191297796629718,6,2,52.0707672524083,-2.60476743979163,4,76.2576625299638,17.737652799737,18.6408840298063,13.7566978279573,4095192.5648691,278.077047363576,-0.0002194114277662,130.024449647716,3.72648692445884,1996,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-5.48240942006392,-2.15247589498472,1.44259326719251,0.146208642671548,25,22,52.6704548578547,-2.07564875727701,4,76.312733289327,17.7376412486214,18.6390243663715,13.8105341166549,6716266.69266497,277.954878671822,0.0002189933250343,88.3148331865251,2.07595808158743,1984,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,31.0366783721651,969.23682066689,1.44289564286595,0.126476521321185,4,9,51.9978520446598,-1.00541608977108,1,76.3515931860839,17.7311660168611,18.6405440403859,13.8249635780833,1653810.2951033,278.805774880862,-0.0206842039355382,168.799746215166,10.2527961685235,1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-98.4176426135975,123.185694698395,1.44439033599352,0.217271391639444,4,22,51.0995114175255,-1.04843988326798,2,76.2685383990892,17.7512727795598,18.6401393661902,13.7622078735873,2653388.14781429,273.605871358883,-0.0010367508921543,270.719246870247,2.99505583702326,1983,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,88.4380886882108,86.707832724013,1.64156203569839,0.145685174156235,10,1,53.0125562444815,-1.21419172834232,5,48.2774055510281,21.2017393884008,18.6096187443947,17.3834660607549,6671454.75826732,285.679644605425,-0.0005836036493899,317.991845807788,1.20613161964819,1991,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,118.39830626242,655.090634583189,1.44166507098435,0.180312634069787,22,23,50.6326823490736,-0.678245042231035,5,76.3976189961412,17.7461662442568,18.637852169758,13.8375380108007,3071402.45114853,282.27286580564,0.0026937020149531,229.953355946317,8.19921185914401,1986,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58.8769486126807,47.4447935534066,-0.0322077147885897,0.117711152294779,11,23,54.358163001124,-1.94289670916184,8,38.9761062511167,49.2064999355148,15.7177832223824,3.35088788153568,8264653.81481397,286.294932241746,0.0002885854816311,306.6990704136,2.80563250926663,1998,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,52.960878493966,1102.09454060545,1.44233268368749,0.149554554203936,4,12,53.7614700909125,-1.87848388536407,11,-78083.1588905486,21.8710534352835,18.5984058722315,10453.9769205806,-524071378.403059,279.000866650283,0.996701925512992,166.101647616315,2.26313147239608,1982,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31.7696471749153,-479.731440199715,1.44182616965577,0.276637354052789,11,20,52.3640014317404,1.50255963153833,7,76.3476190098016,17.7412591348947,18.6386294388193,13.8162500656731,6214522.34961286,290.175644403751,0.001519736120815,288.921765444808,2.04284305442163,1989,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,96.9856983099312,362.273217461174,1.44353935269462,0.235125157201502,28,21,54.7172081266175,-3.84810964746821,1,76.3609358356709,17.7735180896519,18.6454629617923,13.8197406415311,2205294.31695583,273.372106229063,-0.0015989414730803,299.027155386451,1.54804421896962,1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,161.464841778249,906.173337758622,1.30759611579955,0.152032598366364,1,0,50.8404901007544,-0.221850624371017,10,227.34870013108,41.2427744622334,18.6441459341712,1.36681933353543,4975782.93683845,284.721484947724,8.15622968584864e-05,239.988473346655,6.39684987730027,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,160.233910292314,473.270908550568,1.44208245183011,0.157654511262866,31,10,51.2754595366685,-2.28610744899935,1,76.2627047135234,17.7330371947174,18.6359210903768,13.8036255746836,-1315726.76076475,281.041354543671,0.0039680779663697,262.976368226644,5.94085367072471,1984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,112.116078060471,353.573949165449,1.43920749278367,0.191165757392449,15,0,52.5342573612047,-0.806446354581627,4,76.2614694028966,17.7482720118634,18.6378565589979,13.7989979188879,2214094.02342984,279.721301249031,0.0026621013004308,274.749571725686,4.11152551085429,1983,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,111.266310485898,556.441507705477,-0.231934741048035,0.199570640704606,2,16,50.1958810179778,0.41790102935526,12,29.2903597034206,30.9571390786751,19.6905712358007,-1.61430612609482,1025300.36344949,278.782581529624,0.0012800619197313,280.383954709641,4.06996321650847,1999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-25.3049487893554,832.971311118613,1.44254185697997,0.159424315212441,8,4,51.9490353739215,-1.38907107804393,12,76.3665649049791,17.748978202027,18.6386039219991,13.8063284322602,-10.9147847375249,285.074169219022,0.0005948704392542,345.074051506364,9.91129010320407,1992,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,62.673877690738,1537.89694973287,1.44245714706303,0.124586333348882,2,15,53.4365660112323,-0.291292255142183,6,76.302868104908,17.7428007597021,18.6361741140125,13.8013814841547,4678598.1991767,291.657624517848,0.0036720572629249,127.015300348037,2.04594622605457,1982,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,201.338725950492,2241.91116131674,1.42391611566059,0.253378136075597,21,17,52.9995564662207,-0.167073199283648,5,76.3046248107546,17.7580027689107,18.6419290522177,13.8220901853038,7114978.84698834,287.106434054525,0.0003542542722577,52.7394678661138,8.06544432951377,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,114.921351751799,1180.50328327878,1.44172284914119,0.160032634938293,19,12,54.8642993839565,-2.02805016172228,2,76.3635166495578,17.7485024033996,18.6380852527377,13.7988866302167,2183330.21658359,275.301808420133,0.0016424099450913,135.555725105045,10.2388723470713,1984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,35.0629840274758,325.201451577684,3.76667262870051,0.176408826505045,1,22,52.5089651272249,-1.46783576578576,7,95.8558858584708,17.7509809908247,18.6408663929148,39.9546590333111,8427511.33062775,290.304546797009,9.86599885551736e-06,231.271061420072,4.01614043635911,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-61.8958405747994,1053.70855477102,1.27350700335381,0.143061447460826,8,17,52.7640385097373,-1.41155943262516,6,88.8494261751653,32.0313842715419,18.7493164918954,22.4271191534043,5737784.57671669,292.55468086769,-0.0003105381152894,263.944395734801,5.84506440930828,1986,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.5634983828807,443.825235215298,1.05663087158387,0.291757460313177,11,21,51.0854097620665,-1.63686841034997,3,109.904553695595,26.5948813188348,18.6373272427823,8.1754975178349,5962610.25911189,277.054389949528,-0.000605735535799,215.322793946413,3.53606864603263,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,159.926591756888,1248.95786644473,1.44171248249776,0.268470452364311,1,19,50.5831267852263,3.66041539331167,3,76.2792086279491,17.7499482579895,18.6377873414287,13.8110534903007,4210826.95468758,282.387273615642,0.0015495326186691,241.080786107454,5.77909264841314,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,129.493060881996,364.036309640352,1.3174048188147,0.187717819365786,14,7,52.2821128568141,-0.90960438927884,6,467719.344314415,31.1090223146928,18.5994190261213,170379.738854972,301798534.788603,284.626954632998,-0.947866460517659,330.927910063754,4.27394114626319,1985,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35.966569523131,586.896183472211,1.44170879950342,0.181553554499877,9,11,52.1935629345938,-0.810054234153113,7,76.3353901222216,29.96332091927,20.2211763543137,13.8196504051164,4988963.15252936,290.127657930388,0.0011795857477827,135.200856531134,6.79377977817663,1982,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,201.040093414881,960.097789889932,1.44056492302897,0.186524516326485,1,20,51.0425328118481,-1.2516956457881,8,76.4052519143777,17.7970959274238,18.5153930449485,13.8163835009481,6917685.08348895,290.774537049562,-0.0003432339850481,214.079860947277,4.36607221808004,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,103.391776947344,411.127159957126,1.48981893146981,0.207886088078279,23,8,53.9283420973829,-0.692162630947008,3,59.5175788514981,5.78594172710975,18.6408296820051,25.1537705381599,772616.419580858,277.706304818573,-0.0002482947018496,340.216756222476,1.11560457892667,1997,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
